Key,RunNum,LatAvg,LatStd,Jitter,NormJitter,ReordAvg,ReordStd,ReordEarliest,ReordLatest,NumOutOfOrder,OutOfOrder,NumReceived,NumLoss,Loss,PadAvg
1.0,1.0,9404753.89939638,2287849.5738476226,673194.600178039,0.2677254948758403,0.0,0.0,0.0,0.0,0.0,0.0,5964.0,501.0,0.0774941995359628,0.0
1.0,2.0,9305085.358189082,2018793.121761048,607573.5072093488,0.2436651479828475,0.0,0.0,0.0,0.0,0.0,0.0,6008.0,457.0,0.0706883217324052,0.0
1.0,3.0,9391761.63156135,2280992.296527616,633707.8200238447,0.2527408869214727,0.0,0.0,0.0,0.0,0.0,0.0,5982.0,483.0,0.0747099767981438,0.0
1.0,4.0,9320237.395471822,2258745.532981558,585704.0682228811,0.2363281541792195,0.0,0.0,0.0,0.0,0.0,0.0,6051.0,414.0,0.0640371229698375,0.0
1.0,5.0,9428222.87983844,2301917.369131374,697707.5267799296,0.2764486368714922,0.0001682935038707,0.0129727986136666,1.0,0.0,0.0,0.0,5942.0,523.0,0.0808971384377416,0.0
1.0,6.0,9389464.801207852,2075468.6509492104,675881.893425296,0.2686599101028603,0.0,0.0,0.0,0.0,0.0,0.0,5961.0,504.0,0.0779582366589327,0.0
1.0,7.0,9466124.034372369,2343512.538984445,723457.9276987882,0.2863120793281029,0.0,0.0,0.0,0.0,0.0,0.0,5935.0,530.0,0.0819798917246713,0.0
1.0,8.0,9347108.936595106,2003893.827603878,618522.3653069766,0.2478406915696465,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,456.0,0.0705336426914153,0.0
1.0,9.0,9703530.115840891,3017085.145474679,916587.3686190456,0.3503342830967508,0.0008722958827634,0.05445697816511,4.0,0.0,0.0,0.0,5732.0,733.0,0.1133797370456303,0.0
1.0,10.0,9273303.636965882,1958150.9465876063,565694.8357384444,0.227764398741615,0.0,0.0,0.0,0.0,0.0,0.0,6038.0,427.0,0.0660479505027068,0.0
1.0,11.0,9365984.815013403,2245593.0710770204,626838.9325053504,0.2494129175609125,0.0001675603217158,0.0129445093269624,1.0,0.0,0.0,0.0,5968.0,497.0,0.076875483372003,0.0
1.0,12.0,9301632.042398144,2046752.464010839,576192.2752037989,0.2318910573152492,0.0,0.0,0.0,0.0,0.0,0.0,6038.0,427.0,0.0660479505027068,0.0
1.0,13.0,9431949.373134328,2399146.658457644,707674.3394231969,0.278346933443855,0.0,0.0,0.0,0.0,0.0,0.0,5896.0,569.0,0.0880123743232792,0.0
1.0,14.0,9462941.89686552,2243712.893619181,716245.384854966,0.2834125109371269,0.0,0.0,0.0,0.0,0.0,0.0,5934.0,531.0,0.0821345707656612,0.0
1.0,15.0,9247429.48329474,1724440.3058694263,572799.1194018393,0.2309349599036059,0.0,0.0,0.0,0.0,0.0,0.0,6046.0,419.0,0.0648105181747873,0.0
1.0,16.0,9389727.055033555,2228913.0543134776,667830.6393270611,0.2654132738512336,0.0,0.0,0.0,0.0,0.0,0.0,5960.0,505.0,0.0781129156999226,0.0
1.0,17.0,9299090.151327876,2058755.596119292,575338.801368111,0.2313090489287219,0.0003340013360053,0.0182741770879709,1.0,0.0,0.0,0.0,5988.0,433.0,0.0674349789752375,0.0
1.0,18.0,9403847.106340157,2237807.826582418,670572.0173472255,0.2665957326473113,0.0,0.0,0.0,0.0,0.0,0.0,5962.0,503.0,0.0778035576179427,0.0
1.0,19.0,9428447.49822964,2307416.7962957253,696028.3740620903,0.2752578940905235,0.0,0.0,0.0,0.0,0.0,0.0,5931.0,534.0,0.082598607888631,0.0
1.0,20.0,9485752.857482588,2363473.562988216,742711.2681093686,0.2915532776955352,0.0,0.0,0.0,0.0,0.0,0.0,5887.0,578.0,0.0894044856921887,0.0
1.0,21.0,9541973.610958904,2455919.9203408994,813786.3864534093,0.3169296565406926,0.0001712328767123,0.0130855980647553,1.0,0.0,0.0,0.0,5840.0,625.0,0.0966744006187161,0.0
1.0,22.0,9445530.525249112,2139686.669920008,735749.0342022576,0.2905015962821148,0.0,0.0,0.0,0.0,0.0,0.0,5921.0,544.0,0.0841453982985305,0.0
1.0,23.0,9554519.204934888,2499985.817829546,816485.2819466493,0.3177393739236007,0.0001713502398903,0.0130900817373435,1.0,0.0,0.0,0.0,5836.0,629.0,0.0972931167826759,0.0
1.0,24.0,9213502.33152976,1730924.4472064478,529337.5720562182,0.2152752074927278,0.0,0.0,0.0,0.0,0.0,0.0,6099.0,366.0,0.0566125290023201,0.0
1.0,25.0,9306280.64434869,1988221.654883304,589847.0027862943,0.2373321447034694,0.0,0.0,0.0,0.0,0.0,0.0,6034.0,431.0,0.0666666666666666,0.0
1.0,26.0,9210466.317331163,1900159.988586609,487154.1387750839,0.1996160164827189,0.0,0.0,0.0,0.0,0.0,0.0,6145.0,320.0,0.0494972931167826,0.0
1.0,27.0,9457211.306169964,2573043.921013411,627332.0764099434,0.2515341295728806,0.0,0.0,0.0,0.0,0.0,0.0,6013.0,452.0,0.0699149265274555,0.0
1.0,28.0,9390410.160253206,2433611.5291929813,625853.9073608808,0.2505063789655621,0.0003331667499583,0.0182513353119652,1.0,0.0,0.0,0.0,6003.0,462.0,0.071461716937355,0.0
1.0,29.0,9505973.608331911,2339842.7843137565,800397.6372034592,0.3125988965429985,0.0,0.0,0.0,0.0,0.0,0.0,5857.0,608.0,0.094044856921887,0.0
1.0,30.0,9639173.9255134,2879648.4493944896,908032.5808833656,0.3478193532473684,0.000522102332057,0.0228455810430539,1.0,0.0,0.0,0.0,5746.0,719.0,0.111214230471771,0.0
