Key,RunNum,LatAvg,LatStd,Jitter,NormJitter,ReordAvg,ReordStd,ReordEarliest,ReordLatest,NumOutOfOrder,OutOfOrder,NumReceived,NumLoss,Loss,PadAvg
1.0,1.0,3440039.538227628,398895.7348242952,205048.5871082637,0.0315007926654888,0.0,0.0,0.0,0.0,0.0,0.0,2302.0,0.0,0.0,0.0
10.0,1.0,3268981.117506516,480136.8020224144,117826.92854735804,0.181050341981786,0.0,0.0,0.0,0.0,0.0,0.0,23020.0,0.0,0.0,0.0
50.0,1.0,3163600.92841331,386816.3712293914,40259.08851917021,0.3091938632749562,0.0,0.0,0.0,0.0,0.0,0.0,114742.0,359.0,0.0031189998349275,0.0
66.0,1.0,3236909.646950031,669784.3334715866,59358.40670844854,0.6020121679677384,0.0,0.0,0.0,0.0,0.0,0.0,151395.0,538.0,0.0035410345349594,0.0
70.0,1.0,3241940.1444706465,610283.9064927476,56505.98514164436,0.6101505261537319,0.0,0.0,0.0,0.0,0.0,0.0,161140.0,1.0,6.205745278979279e-06,0.0
75.0,1.0,3227733.717314283,463454.9093614038,59420.2720287762,0.6867811098263423,0.0,0.0,0.0,0.0,0.0,0.0,172453.0,198.0,0.0011468222020144,0.0
80.0,1.0,3281555.4307347536,518903.4690875973,65452.66432713907,0.8067227232741169,0.0,0.0,0.0,0.0,0.0,0.0,183844.0,318.0,0.0017267405870917,0.0
90.0,1.0,3301262.117806798,784107.9057182841,59408.02276686562,0.8218042841047065,0.0,0.0,0.0,0.0,0.0,0.0,206219.0,963.0,0.0046480871890415,0.0
100.0,1.0,3242661.441267936,501748.5979142297,54000.15665977672,0.83347580834424,0.0,0.0,0.0,0.0,0.0,0.0,229917.0,285.0,0.0012380431099642,0.0
1.0,2.0,3755750.748479583,503330.0167476933,238295.4841707619,0.0365956419923168,0.0,0.0,0.0,0.0,0.0,0.0,2302.0,0.0,0.0,0.0
10.0,2.0,3286134.5959600345,439153.2875418605,111943.28525751788,0.1719537095222149,0.0,0.0,0.0,0.0,0.0,0.0,23020.0,0.0,0.0,0.0
50.0,2.0,3188103.426408264,422884.93245741713,38176.65892624983,0.2935933681045772,0.0,0.0,0.0,0.0,0.0,0.0,114911.0,190.0,0.001650724146619,0.0
66.0,2.0,3233678.260835184,504238.7517229967,60298.162511029324,0.6128504325474183,0.0,0.0,0.0,0.0,0.0,0.0,151751.0,182.0,0.0011978964411944,0.0
70.0,2.0,3243393.392825201,473479.0629374951,59978.534366430846,0.6470337498446569,0.0,0.0,0.0,0.0,0.0,0.0,161008.0,133.0,0.0008253641221042,0.0
75.0,2.0,3258094.766919037,684919.978947545,60683.5542218997,0.7017533481986078,0.0,0.0,0.0,0.0,0.0,0.0,172498.0,153.0,0.0008861807924657,0.0
80.0,2.0,3299443.686573338,573044.40935784,65976.58719692535,0.8125944447941474,0.0,0.0,0.0,0.0,0.0,0.0,183724.0,438.0,0.0023783408086358,0.0
90.0,2.0,3252749.346200101,480647.1772756524,57580.6036231574,0.799728326739114,0.0,0.0,0.0,0.0,0.0,0.0,207045.0,137.0,0.0006612543560734,0.0
100.0,2.0,3244923.862085783,476477.7029963357,54369.6515461224,0.838278509331207,0.0,0.0,0.0,0.0,0.0,0.0,229650.0,552.0,0.0023978940235097,0.0
1.0,3.0,3716387.122502172,308863.1514240288,200630.48966144948,0.03081032830519439,0.0,0.0,0.0,0.0,0.0,0.0,2302.0,0.0,0.0,0.0
